Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Ferien
2015-02-03,2,258.959088520931,NA,7,-1,10,77,NA,NA
2015-02-04,2,255.937860472559,NA,6,-1.875,9,0,NA,NA
2015-02-05,2,277.511618112389,NA,5,0.75,10,22,NA,NA
2015-02-06,2,312.249043728816,NA,2,-0.5,6,22,NA,NA
2015-02-07,2,381.572014473511,NA,7,4.125,18,20,NA,NA
2015-02-08,2,531.337730533032,NA,1,3.375,14,NA,NA,NA
2015-02-09,2,281.177822022831,NA,7,6.875,13,61,NA,NA
2015-02-10,2,266.498461599989,NA,7,7.625,11,NA,NA,NA
2015-02-11,2,283.832157618276,NA,8,4,5,NA,NA,NA
2015-02-12,2,245.235034353123,NA,8,2,4,10,NA,NA
2015-02-13,2,250.608335314639,NA,8,1.25,6,10,NA,NA
2015-02-14,2,417.742376983156,NA,7,1.625,9,28,NA,NA
2015-02-15,2,481.860668097093,NA,7,3.125,16,10,NA,NA
2015-02-16,2,286.888417666815,NA,8,2,9,10,NA,NA
2015-02-17,2,262.907455009083,NA,6,1.125,7,45,NA,NA
2015-02-18,2,248.327220948223,NA,3,5.5,12,10,NA,NA
2015-02-19,2,284.788201346631,NA,0,6.25,13,5,NA,NA
2015-02-20,2,313.931874526489,NA,8,3.875,11,71,NA,NA
2015-02-21,2,389.388938515412,NA,7,3.875,16,61,NA,NA
2015-02-22,2,560.280256054484,NA,5,5.25,13,0,NA,NA
2015-02-23,2,222.509783508774,NA,7,4.5,12,61,NA,NA
2015-02-24,2,243.882700841609,NA,7,5.625,12,61,NA,NA
2015-02-25,2,247.265053559437,NA,5,5.875,10,NA,NA,NA
2015-02-26,2,245.520846652551,NA,5,6.625,10,0,NA,NA
2015-02-27,2,268.705012903315,NA,7,4.5,9,61,NA,NA
2015-02-28,2,343.067931178869,NA,3,5.625,10,0,NA,NA
2015-03-01,2,435.076835491745,NA,7,6.75,15,61,NA,NA
2015-03-02,2,254.485164508834,NA,6,5.125,23,61,NA,NA
2015-03-03,2,270.361598110118,NA,6,5,14,61,NA,NA
2015-03-04,2,246.332586657334,NA,6,5,18,61,NA,NA
2015-03-05,2,275.116919242864,NA,7,6.625,14,NA,NA,NA
2015-03-06,2,297.136244722274,NA,7,8.125,12,20,NA,NA
2015-03-07,2,371.471472262365,NA,7,10.125,13,0,NA,NA
2015-03-08,2,554.721366656377,NA,0,14,12,NA,NA,NA
2015-03-09,2,280.114708230479,NA,4,8.375,6,NA,NA,NA
2015-03-10,2,279.649961183193,NA,3,9.5,13,10,NA,NA
2015-03-11,2,274.719950167954,NA,0,9.125,12,NA,NA,NA
2015-03-12,2,271.057968620896,NA,0,7.125,10,0,NA,NA
2015-03-13,2,263.861714656075,NA,6,4.875,15,NA,NA,NA
2015-03-14,2,360.715430654047,NA,7,5.125,15,NA,NA,NA
2015-03-15,2,461.035577320529,NA,7,5.75,13,21,NA,NA
2015-03-16,2,269.022901877525,NA,2,8.625,13,10,NA,NA
2015-03-17,2,296.541237199908,NA,1,10.75,11,5,NA,NA
2015-03-18,2,292.981913276133,NA,4,10.625,8,NA,NA,NA
2015-03-19,2,267.179427626967,NA,0,10.375,9,0,NA,NA
2015-03-20,2,299.760479051294,NA,7,5,9,45,NA,NA
2015-03-21,2,383.085780794877,NA,7,4.5,21,61,NA,NA
2015-03-22,2,489.59934551007,NA,0,4.375,8,NA,NA,NA
2015-03-23,2,292.836479169109,NA,0,7.75,12,NA,NA,NA
2015-03-24,2,297.037588138176,NA,6,7.875,6,0,NA,NA
2015-03-25,2,335.007901867692,NA,6,7.875,14,5,NA,NA
2015-03-26,2,303.655812393538,NA,7,7.125,9,0,NA,NA
2015-03-27,2,320.938056470297,NA,7,7,7,61,NA,NA
2015-03-28,2,428.350102346051,NA,7,8.5,10,NA,NA,NA
2015-03-29,2,489.846609636217,NA,7,8.25,12,61,NA,NA
2015-03-30,2,351.715484397675,NA,6,6.5,29,61,NA,NA
2015-03-31,2,339.71388362822,NA,7,6.375,35,61,NA,NA
2015-04-01,2,373.724177525822,NA,4,5,24,22,NA,Osterferien
2015-04-02,2,525.476422474447,NA,6,6.5,19,61,NA,Osterferien
2015-04-04,2,624.731396612574,NA,0,8.375,11,NA,NA,Osterferien
2015-04-05,2,713.240728417569,NA,3,8.625,11,NA,Ostersonntag,Osterferien
2015-04-06,2,728.862922564967,NA,0,7.75,10,NA,Ostermontag,Osterferien
2015-04-07,2,402.937213841427,NA,7,7.75,14,61,NA,Osterferien
2015-04-08,2,372.219387571259,NA,2,12,11,NA,NA,Osterferien
2015-04-09,2,368.140023251964,NA,2,11.875,7,0,NA,Osterferien
2015-04-10,2,449.200853104077,NA,1,14.125,8,5,NA,Osterferien
2015-04-11,2,435.937997165239,NA,2,16.75,14,61,NA,Osterferien
2015-04-12,2,423.167305958991,NA,5,12.375,16,NA,NA,Osterferien
2015-04-13,2,286.808655322632,NA,4,8.875,21,61,NA,Osterferien
2015-04-14,2,297.478196061337,NA,7,10.75,17,61,NA,Osterferien
2015-04-15,2,284.427934541009,NA,0,15.5,19,5,NA,Osterferien
2015-04-16,2,286.72764708972,NA,6,9.375,16,21,NA,Osterferien
2015-04-17,2,314.997367966203,NA,0,10.5,15,NA,NA,Osterferien
2015-04-18,2,372.985639347608,NA,0,10.875,8,NA,NA,NA
2015-04-19,2,419.373474076238,NA,0,10.125,11,NA,NA,NA
2015-04-20,2,291.610305100325,NA,0,14.25,9,NA,NA,NA
2015-04-21,2,262.312297451446,NA,0,14.625,17,5,NA,NA
2015-04-22,2,281.264299329947,NA,0,12.125,7,NA,NA,NA
2015-04-23,2,316.964561244097,NA,1,13.625,12,NA,NA,NA
2015-04-24,2,311.721136965455,NA,2,13.875,9,20,NA,NA
2015-04-25,2,450.922945775814,NA,7,13.75,8,63,NA,NA
2015-04-26,2,399.820571217996,NA,8,7,11,61,NA,NA
2015-04-27,2,291.752346251679,NA,4,10.125,11,NA,NA,NA
2015-04-28,2,279.639574876652,NA,3,10.25,13,NA,NA,NA
2015-04-29,2,335.699732620073,NA,5,12.625,12,NA,NA,NA
2015-04-30,2,382.494805997457,NA,6,11.375,10,61,NA,NA
2015-05-02,2,569.854066374337,NA,3,11,12,0,NA,NA
2015-05-03,2,467.833386599369,NA,1,14.75,12,61,NA,NA
2015-05-04,2,340.579351605995,NA,5,15.875,13,21,NA,NA
2015-05-05,2,295.928590213682,NA,4,20,15,95,NA,NA
2015-05-06,2,326.950819224427,NA,3,17.125,11,21,NA,NA
2015-05-07,2,309.311901434242,NA,6,12,16,21,NA,NA
2015-05-08,2,326.333702093022,NA,2,11.5,11,NA,NA,NA
2015-05-09,2,406.907398954341,NA,7,13.5,14,61,NA,NA
2015-05-10,2,492.010489698116,NA,2,12.75,18,0,NA,NA
2015-05-11,2,336.127629680071,NA,0,19.75,11,NA,NA,NA
2015-05-12,2,327.092157926255,NA,7,14.625,14,63,NA,NA
2015-05-13,2,397.982340133214,NA,7,11.875,16,21,NA,NA
2015-05-14,2,490.915769119788,NA,7,11.25,10,20,Christi Himmelfahrt,NA
2015-05-15,2,513.805644101383,NA,6,13.5,9,NA,NA,Himmelfahrt/Pfingsten
2015-05-16,2,555.445636645735,NA,7,10.5,11,61,NA,NA
2015-05-17,2,562.648232082731,NA,3,12.625,17,21,NA,NA
2015-05-18,2,328.913429566134,NA,6,11.625,8,61,NA,NA
2015-05-19,2,351.146415331786,NA,6,10.125,11,63,NA,NA
2015-05-20,2,356.207676664304,NA,5,12.25,9,63,NA,NA
2015-05-21,2,348.534145245022,NA,6,12.625,10,61,NA,NA
2015-05-22,2,374.702368065499,NA,4,17,12,NA,NA,NA
2015-05-23,2,506.664209994684,NA,5,13.375,8,0,NA,NA
2015-05-24,2,602.379870231082,NA,2,14.375,8,NA,Pfingstsonntag,NA
2015-05-25,2,621.867778874006,NA,7,11.75,10,61,Pfingstmontag,NA
2015-05-26,2,381.669744982195,NA,6,13,14,21,NA,NA
2015-05-27,2,358.895155316917,NA,7,12.625,13,61,NA,NA
2015-05-28,2,340.514414991475,NA,6,13.125,12,63,NA,NA
2015-05-29,2,365.087905303626,NA,6,14.625,8,61,NA,NA
2015-05-30,2,456.734340691111,NA,4,11.625,15,61,NA,NA
2015-05-31,2,457.52825918325,NA,7,14.5,10,61,NA,NA
2015-06-01,2,335.912287877592,NA,5,14.25,16,NA,NA,NA
2015-06-02,2,412.209593794446,NA,7,14.25,14,61,NA,NA
2015-06-03,2,350.831237309121,NA,6,15.25,18,21,NA,NA
2015-06-04,2,366.195368742098,NA,0,16.375,9,0,NA,NA
2015-06-05,2,418.393781746112,NA,0,22.625,9,NA,NA,NA
2015-06-06,2,553.131050767354,NA,3,18.5,19,10,NA,NA
2015-06-07,2,527.885017948989,NA,4,16.625,15,NA,NA,NA
2015-06-08,2,344.695569756106,NA,6,14.375,12,NA,NA,NA
2015-06-09,2,315.123749367531,NA,3,15.25,8,NA,NA,NA
2015-06-10,2,338.309487845224,NA,0,18,7,NA,NA,NA
2015-06-11,2,357.852893336956,NA,1,16,10,NA,NA,NA
2015-06-12,2,349.536158182539,NA,0,20.25,10,NA,NA,NA
2015-06-13,2,559.888089847911,NA,6,21.875,12,61,NA,NA
2015-06-14,2,486.138237737853,NA,7,14.375,12,NA,NA,NA
2015-06-15,2,350.589558421955,NA,8,13.625,11,21,NA,NA
2015-06-16,2,349.888222729503,NA,7,13.625,14,NA,NA,NA
2015-06-17,2,380.305703300813,NA,7,16.5,9,61,NA,NA
2015-06-18,2,332.820567048363,NA,7,13.25,13,61,NA,NA
2015-06-19,2,346.690336157535,NA,7,14.25,14,61,NA,NA
2015-06-20,2,571.278131371528,1,5,17.125,13,NA,NA,NA
2015-06-21,2,553.599170821681,1,6,15.75,6,NA,NA,NA
2015-06-22,2,412.309330067662,1,5,13.5,8,61,NA,NA
2015-06-23,2,423.1358501964,1,5,16.5,10,21,NA,NA
2015-06-24,2,479.943327331225,1,8,12.625,14,61,NA,Sommerferien
2015-06-25,2,484.513720535521,1,6,17.125,8,21,NA,Sommerferien
2015-06-26,2,517.667163948615,1,7,19.25,5,61,NA,Sommerferien
2015-06-27,2,708.700690129254,1,7,19.375,16,61,NA,Sommerferien
2015-06-28,2,686.349904220686,1,2,19.875,10,NA,NA,Sommerferien
2015-06-29,2,455.623242772356,NA,3,21.5,12,NA,NA,Sommerferien
2015-06-30,2,456.688693628606,NA,3,20.25,9,NA,NA,Sommerferien
2015-07-01,2,430.397456895632,NA,0,23.125,13,NA,NA,Sommerferien
2015-07-02,2,380.075233434005,NA,0,27.375,12,NA,NA,Sommerferien
2015-07-03,2,432.888287340422,NA,1,25.625,10,NA,NA,Sommerferien
2015-07-04,2,667.545326269141,NA,0,26.5,10,NA,NA,Sommerferien
2015-07-05,2,571.220211930273,NA,4,25.25,9,21,NA,Sommerferien
2015-07-06,2,435.547290335414,NA,3,19.875,16,NA,NA,Sommerferien
2015-07-07,2,424.75865459342,NA,4,24.75,9,61,NA,Sommerferien
2015-07-08,2,406.197372488758,NA,6,16.625,16,63,NA,Sommerferien
2015-07-09,2,400.061396607868,NA,6,14.375,24,61,NA,Sommerferien
2015-07-10,2,419.920725517909,NA,3,16.125,18,21,NA,Sommerferien
2015-07-11,2,579.775873809484,NA,6,17.75,9,21,NA,Sommerferien
2015-07-12,2,638.240827319641,NA,7,19.25,12,61,NA,Sommerferien
2015-07-13,2,484.644303422986,NA,6,19.375,11,NA,NA,Sommerferien
2015-07-14,2,494.642623603643,NA,3,19.625,9,0,NA,Sommerferien
2015-07-15,2,517.878028741276,NA,3,20.125,14,NA,NA,Sommerferien
2015-07-16,2,498.959441029325,NA,4,18.75,7,NA,NA,Sommerferien
2015-07-17,2,533.38199646267,NA,4,23.25,12,21,NA,Sommerferien
2015-07-18,2,677.199908361688,NA,2,20.875,16,NA,NA,Sommerferien
2015-07-19,2,713.948758860807,NA,7,14.5,5,63,NA,Sommerferien
2015-07-20,2,566.157537334118,NA,6,18.375,12,20,NA,Sommerferien
2015-07-21,2,556.009113808745,NA,3,21.375,16,0,NA,Sommerferien
2015-07-22,2,597.576041552763,NA,2,23.75,12,0,NA,Sommerferien
2015-07-23,2,600.414019091748,NA,5,18.375,12,61,NA,Sommerferien
2015-07-24,2,578.637666776062,NA,7,19.375,10,NA,NA,Sommerferien
2015-07-25,2,672.206275477328,NA,6,20,10,95,NA,Sommerferien
2015-07-26,2,705.589263265344,NA,5,16.75,19,61,NA,Sommerferien
2015-07-27,2,596.420841559454,NA,7,15.875,8,61,NA,Sommerferien
2015-07-28,2,597.787732789746,NA,7,17.375,15,63,NA,Sommerferien
2015-07-29,2,579.295922313804,NA,5,14.875,12,61,NA,Sommerferien
2015-07-30,2,565.527307888753,NA,7,14,16,61,NA,Sommerferien
2015-07-31,2,642.086323539373,NA,7,15.875,15,NA,NA,Sommerferien
2015-08-01,2,713.621778934724,NA,0,17.625,12,NA,NA,Sommerferien
2015-08-02,2,781.185854004288,NA,0,21.5,8,NA,NA,Sommerferien
2015-08-03,2,626.831725112069,NA,0,26,7,NA,NA,Sommerferien
2015-08-04,2,601.373326416756,NA,2,26.5,15,61,NA,Sommerferien
2015-08-05,2,616.704465064561,NA,2,21.75,8,21,NA,Sommerferien
2015-08-06,2,637.800836478639,NA,1,27.625,6,NA,NA,Sommerferien
2015-08-07,2,663.665647701062,NA,4,20,9,63,NA,Sommerferien
2015-08-08,2,708.839463184239,NA,6,19.125,10,NA,NA,Sommerferien
2015-08-09,2,591.671146288595,NA,0,21,10,NA,NA,Sommerferien
2015-08-10,2,594.76210118618,NA,3,22.5,8,21,NA,Sommerferien
2015-08-11,2,544.020362022611,NA,4,22.125,7,NA,NA,Sommerferien
2015-08-12,2,545.01956668171,NA,5,19.125,9,21,NA,Sommerferien
2015-08-13,2,583.360345249005,NA,0,20.75,13,0,NA,Sommerferien
2015-08-14,2,554.667565714253,NA,4,24,14,NA,NA,Sommerferien
2015-08-15,2,663.39667410597,NA,7,20.875,8,61,NA,Sommerferien
2015-08-16,2,590.489204564676,NA,6,21.5,10,0,NA,Sommerferien
2015-08-17,2,450.920128263096,NA,7,19.375,14,61,NA,Sommerferien
2015-08-18,2,523.448950264901,NA,7,19.25,13,21,NA,Sommerferien
2015-08-19,2,490.674067203851,NA,3,19.625,8,5,NA,Sommerferien
2015-08-20,2,504.081147710709,NA,1,20.375,8,10,NA,Sommerferien
2015-08-21,2,544.022008883632,NA,1,22.875,7,0,NA,Sommerferien
2015-08-22,2,702.931855454761,NA,0,23.5,12,NA,NA,Sommerferien
2015-08-23,2,649.688467416964,NA,0,21.625,18,0,NA,Sommerferien
2015-08-24,2,452.009690636085,NA,6,20.75,8,NA,NA,Sommerferien
2015-08-25,2,470.207032832021,NA,6,17.75,12,21,NA,Sommerferien
2015-08-26,2,455.605966636962,NA,5,22.125,9,NA,NA,Sommerferien
2015-08-27,2,413.885988542687,NA,6,18.125,12,61,NA,Sommerferien
2015-08-28,2,476.398072412663,NA,2,19.625,11,20,NA,Sommerferien
2015-08-29,2,564.048419158283,NA,4,20.125,6,NA,NA,Sommerferien
2015-08-30,2,539.736641041383,NA,5,19.375,10,21,NA,NA
2015-08-31,2,393.617421433248,NA,3,21.875,8,65,NA,NA
2015-09-01,2,341.592585917743,NA,8,17.625,12,61,NA,NA
2015-09-02,2,343.529213049574,NA,5,17,13,21,NA,NA
2015-09-03,2,364.2487486097,NA,3,17.75,8,NA,NA,NA
2015-09-04,2,348.1661813862,NA,7,15.625,10,61,NA,NA
2015-09-05,2,489.485517572011,NA,5,14.125,20,61,NA,NA
2015-09-06,2,502.44714208799,NA,5,17,18,NA,NA,NA
2015-09-07,2,394.644880949285,NA,0,17.25,12,NA,NA,NA
2015-09-08,2,351.131949782145,NA,2,17.5,9,0,NA,NA
2015-09-09,2,376.926779721908,NA,1,16.875,10,NA,NA,NA
2015-09-10,2,389.614304848778,NA,1,17.625,14,NA,NA,NA
2015-09-11,2,370.834526663937,NA,7,15,12,61,NA,NA
2015-09-12,2,535.735851383828,NA,5,18.5,8,NA,NA,NA
2015-09-13,2,500.251121182591,NA,6,18.5,5,20,NA,NA
2015-09-14,2,344.444831213055,NA,7,17.625,6,63,NA,NA
2015-09-15,2,393.952752737191,NA,4,13.875,10,95,NA,NA
2015-09-16,2,319.876606857062,NA,7,15.25,6,61,NA,NA
2015-09-17,2,339.29368224101,NA,6,18,12,61,NA,NA
2015-09-18,2,352.790180923934,NA,5,17.25,10,0,NA,NA
2015-09-19,2,489.258808159457,NA,7,15.25,7,61,NA,NA
2015-09-20,2,513.530323638994,NA,3,15.625,15,21,NA,NA
2015-09-21,2,341.999724265438,NA,7,13.375,6,61,NA,NA
2015-09-22,2,341.945995080269,NA,7,14.25,7,61,NA,NA
2015-09-23,2,330.659883041061,NA,7,14,5,20,NA,NA
2015-09-24,2,331.504415119153,NA,3,16,11,0,NA,NA
2015-09-25,2,345.480200670974,NA,4,14.875,8,61,NA,NA
2015-09-26,2,516.867082419223,NA,4,15.25,7,21,NA,NA
2015-09-27,2,474.080062196284,NA,1,15.25,8,NA,NA,NA
2015-09-28,2,337.127014231803,NA,2,14.625,7,0,NA,NA
2015-09-29,2,331.727598762738,NA,2,15.625,9,0,NA,NA
2015-09-30,2,314.143853841003,NA,0,15.375,6,0,NA,NA
2015-10-01,2,335.045744545908,NA,1,14.75,9,0,NA,NA
2015-10-02,2,354.775507335419,NA,2,15.375,7,10,NA,NA
2015-10-03,2,473.947428461761,NA,2,14.375,9,0,Tag der deutschen Einheit,NA
2015-10-04,2,523.195446240805,NA,6,15.625,7,45,NA,NA
2015-10-05,2,377.265838211666,NA,0,16.5,5,10,NA,NA
2015-10-06,2,354.961577916475,NA,7,14.875,14,10,NA,NA
2015-10-07,2,360.31000218759,NA,8,13,7,63,NA,NA
2015-10-08,2,322.607112704729,NA,7,11.875,5,10,NA,NA
2015-10-09,2,368.419818568006,NA,7,11.125,7,21,NA,NA
2015-10-10,2,443.62330984219,NA,1,9.75,14,0,NA,NA
2015-10-11,2,557.722976595955,NA,0,10.25,13,5,NA,NA
2015-10-12,2,377.926547877883,NA,0,8.625,12,5,NA,NA
2015-10-13,2,346.374494406459,NA,7,7.75,10,61,NA,NA
2015-10-14,2,372.052820131498,NA,7,9,11,61,NA,NA
2015-10-15,2,345.970837991214,NA,7,10.375,16,61,NA,NA
2015-10-16,2,384.203133289552,NA,7,10,14,61,NA,NA
2015-10-17,2,521.130431805683,NA,7,10.75,9,61,NA,NA
2015-10-18,2,453.288658341532,NA,8,11.125,10,61,NA,NA
2015-10-19,2,398.122768822511,NA,6,9.25,7,0,NA,Herbstferien
2015-10-20,2,366.38967283357,NA,7,10.25,8,20,NA,Herbstferien
2015-10-21,2,394.596128794788,NA,7,11.25,7,NA,NA,Herbstferien
2015-10-22,2,409.101520904092,NA,7,12.25,10,61,NA,Herbstferien
2015-10-23,2,430.883786231859,NA,1,13.375,15,NA,NA,Herbstferien
2015-10-24,2,463.36098285518,NA,8,12.375,6,NA,NA,Herbstferien
2015-10-25,2,384.851426907233,NA,2,12.25,15,NA,NA,Herbstferien
2015-10-26,2,328.738163480579,NA,0,11.375,6,0,NA,Herbstferien
2015-10-27,2,331.472015657754,NA,0,10.75,10,NA,NA,Herbstferien
2015-10-28,2,304.006515491702,NA,1,11.25,10,5,NA,Herbstferien
2015-10-29,2,306.427920731397,NA,2,10.5,4,10,NA,Herbstferien
2015-10-30,2,337.09962010326,NA,7,11.375,5,10,NA,Herbstferien
2015-10-31,2,377.801673947832,NA,1,11.75,9,10,Reformationstag,Herbstferien
2015-11-01,2,469.026184716499,NA,4,10.75,6,10,NA,NA
2015-11-02,2,285.156333256917,NA,8,9.75,5,10,NA,NA
2015-11-03,2,227.368950308808,NA,7,5.125,4,45,NA,NA
2015-11-04,2,256.059850846365,NA,1,8,4,10,NA,NA
2015-11-05,2,274.749839438109,NA,6,13.375,5,61,NA,NA
2015-11-06,2,246.392025222422,NA,8,13.75,6,61,NA,NA
2015-11-07,2,350.222831381163,NA,7,14.625,9,61,NA,NA
2015-11-08,2,466.540193942821,NA,1,13,12,NA,NA,NA
2015-11-09,2,266.493884189038,NA,5,12,15,21,NA,NA
2015-11-10,2,237.906672638622,NA,7,15,18,61,NA,NA
2015-11-11,2,214.420897950301,NA,8,13.625,12,61,NA,NA
2015-11-12,2,240.965897111926,NA,2,13.125,17,0,NA,NA
2015-11-13,2,264.15177278786,NA,4,11.75,19,21,NA,NA
2015-11-14,2,347.614033858304,NA,4,8.125,14,21,NA,NA
2015-11-15,2,483.160689627582,NA,7,8.5,4,61,NA,NA
2015-11-16,2,257.912087518437,NA,7,12.25,12,53,NA,NA
2015-11-17,2,236.556165735368,NA,7,10.75,8,21,NA,NA
2015-11-18,2,198.911870818593,NA,6,10.75,19,21,NA,NA
2015-11-19,2,243.788203213012,NA,7,10.125,20,61,NA,NA
2015-11-20,2,227.863733533634,NA,7,7.75,9,61,NA,NA
2015-11-21,2,364.001891067586,NA,7,4.5,15,63,NA,NA
2015-11-22,2,412.356910869242,NA,7,2.25,18,73,NA,NA
2015-11-23,2,252.705465822807,NA,4,3.125,8,NA,NA,NA
2015-11-24,2,253.437861780942,NA,7,3.125,14,61,NA,NA
2015-11-25,2,255.115425796983,NA,7,5.125,7,61,NA,NA
2015-11-26,2,275.094910670148,NA,0,5.5,7,NA,NA,NA
2015-11-27,2,283.115432286782,NA,7,5.25,11,NA,NA,NA
2015-11-28,2,403.083011014191,NA,2,6.125,11,61,NA,NA
2015-11-29,2,481.333773696359,NA,7,8.25,15,63,NA,NA
2015-11-30,2,288.123644467983,NA,5,5.75,18,61,NA,NA
2015-12-01,2,251.710213001089,NA,6,6.75,10,21,NA,NA
2015-12-02,2,223.700501598317,NA,7,10.5,9,21,NA,NA
2015-12-03,2,271.393516674893,NA,8,9.125,8,61,NA,NA
2015-12-04,2,223.004926208522,NA,6,9.25,17,61,NA,NA
2015-12-05,2,376.387257691091,NA,6,9,14,61,NA,NA
2015-12-06,2,491.74583143461,NA,7,10.875,19,20,NA,NA
2015-12-07,2,238.587801055645,NA,6,8.25,3,NA,NA,NA
2015-12-08,2,259.237368045978,NA,0,10.75,8,0,NA,NA
2015-12-09,2,261.967843681113,NA,3,8.75,12,21,NA,NA
2015-12-10,2,275.871019893576,NA,7,6.625,13,21,NA,NA
2015-12-11,2,257.995780454492,NA,5,6.125,11,63,NA,NA
2015-12-12,2,416.865761579601,NA,3,6.875,10,61,NA,NA
2015-12-13,2,456.754742945117,NA,1,5.25,9,NA,NA,NA
2015-12-14,2,202.61788967914,NA,7,3.625,6,21,NA,NA
2015-12-15,2,238.987287986511,NA,7,5.5,8,61,NA,NA
2015-12-16,2,239.155705804931,NA,8,6.25,7,10,NA,NA
2015-12-17,2,266.802079117368,NA,7,11.875,9,53,NA,NA
2015-12-18,2,247.565727389495,NA,8,10.375,15,61,NA,NA
2015-12-19,2,326.552122517566,NA,6,11.375,10,0,NA,NA
2015-12-20,2,368.79655844807,NA,5,12.5,9,NA,NA,NA
2015-12-21,2,249.442416541576,NA,7,10.25,14,21,NA,Weihnachtsferien
2015-12-22,2,298.307772523706,NA,7,11.25,17,61,NA,Weihnachtsferien
2015-12-23,2,328.219884484061,NA,6,10.375,20,61,NA,Weihnachtsferien
2015-12-24,2,395.242017468912,NA,3,8.375,11,61,NA,Weihnachtsferien
2015-12-27,2,426.706629411613,NA,7,10.875,15,61,NA,Weihnachtsferien
2015-12-28,2,380.798137500876,NA,8,4.75,11,NA,NA,Weihnachtsferien
2015-12-29,2,410.805384325764,NA,7,5.125,11,NA,NA,Weihnachtsferien
2015-12-30,2,534.795914565585,NA,8,5.25,9,0,NA,Weihnachtsferien
2015-12-31,2,643.674702906675,NA,7,2,10,61,NA,Weihnachtsferien
2016-01-02,2,534.255462379152,NA,8,0,16,10,NA,Weihnachtsferien
2016-01-03,2,436.582470124766,NA,7,-5.5,13,0,NA,Weihnachtsferien
2016-01-04,2,283.580198278466,NA,5,-6,15,10,NA,Weihnachtsferien
2016-01-05,2,291.599756968942,NA,1,-3.625,14,5,NA,Weihnachtsferien
2016-01-06,2,255.147894787261,NA,0,-3,12,5,NA,Weihnachtsferien
2016-01-07,2,231.157221388404,NA,7,-4,13,22,NA,NA
2016-01-08,2,240.732081245657,NA,7,1.75,20,61,NA,NA
2016-01-09,2,310.19021362033,NA,4,2.875,6,21,NA,NA
2016-01-10,2,410.089486410343,NA,7,2.125,8,63,NA,NA
2016-01-11,2,230.99605551649,NA,7,2.5,6,45,NA,NA
2016-01-12,2,209.647066822165,NA,7,4,8,63,NA,NA
2016-01-13,2,212.715205906421,NA,8,1.875,14,61,NA,NA
2016-01-14,2,245.041703770516,NA,6,1.75,6,10,NA,NA
2016-01-15,2,265.688670335341,NA,7,2.125,12,10,NA,NA
2016-01-16,2,294.730277690986,NA,7,0.5,5,10,NA,NA
2016-01-17,2,416.27974422688,NA,3,-1.375,9,NA,NA,NA
2016-01-18,2,196.76012234694,NA,6,-1.75,6,10,NA,NA
2016-01-19,2,207.412383271762,NA,7,-2.5,10,73,NA,NA
2016-01-20,2,233.00854277551,NA,7,-1.625,8,28,NA,NA
2016-01-21,2,222.627075082388,NA,4,-4.875,5,20,NA,NA
2016-01-22,2,246.118891098791,NA,1,-3,7,10,NA,NA
2016-01-23,2,273.076862089786,NA,6,3.125,6,49,NA,NA
2016-01-24,2,387.324227337581,NA,7,5.125,7,10,NA,NA
2016-01-25,2,248.99728128206,NA,8,9,9,45,NA,NA
2016-01-26,2,221.127801890975,NA,7,7.875,9,NA,NA,NA
2016-01-27,2,226.325022919998,NA,7,10.375,15,61,NA,NA
2016-01-28,2,236.14096812416,NA,5,6.75,16,21,NA,NA
2016-01-29,2,267.454875544475,NA,7,8.125,17,61,NA,NA
2016-01-30,2,329.964997391404,NA,7,6.625,17,65,NA,NA
2016-01-31,2,382.123533692755,NA,6,4.125,13,61,NA,NA
2016-02-01,2,320.500473747742,NA,7,7.875,21,61,NA,NA
2016-02-02,2,334.195166966653,NA,6,7.5,20,61,NA,NA
2016-02-03,2,295.824206669011,NA,6,4.75,15,61,NA,NA
2016-02-04,2,341.286700292853,NA,5,4.25,12,22,NA,NA
2016-02-05,2,287.795395648607,NA,7,4.5,10,61,NA,NA
2016-02-06,2,474.051333102261,NA,7,9.375,11,21,NA,NA
2016-02-07,2,579.707767204789,NA,6,9.75,12,21,NA,NA
2016-02-08,2,244.238888656956,NA,7,8.5,16,63,NA,NA
2016-02-09,2,291.262085727926,NA,5,6.75,15,61,NA,NA
2016-02-10,2,257.330664582919,NA,7,3.75,9,61,NA,NA
2016-02-11,2,297.503299343127,NA,7,5.25,7,61,NA,NA
2016-02-12,2,240.946116831232,NA,7,3.5,6,61,NA,NA
2016-02-13,2,426.139933426771,NA,6,2,8,20,NA,NA
2016-02-14,2,468.275277107278,NA,8,2.875,20,61,NA,NA
2016-02-15,2,290.195276965657,NA,8,0.75,14,NA,NA,NA
2016-02-16,2,275.870590746456,NA,0,2.125,5,NA,NA,NA
2016-02-17,2,282.850720027412,NA,1,1.75,10,0,NA,NA
2016-02-18,2,328.449175370905,NA,5,1.875,6,10,NA,NA
2016-02-19,2,322.078092028064,NA,7,3.25,6,61,NA,NA
2016-02-20,2,443.775109403269,NA,7,6,12,61,NA,NA
2016-02-21,2,498.815874652613,NA,7,6.875,12,61,NA,NA
2016-02-22,2,236.927035507922,NA,6,5.875,15,61,NA,NA
2016-02-23,2,260.990205479987,NA,4,6.125,17,61,NA,NA
2016-02-24,2,242.649924353059,NA,3,4,15,61,NA,NA
2016-02-25,2,237.155536345003,NA,6,3.5,10,53,NA,NA
